0.38998102 2.278731402216e+01 1.167514903752e-01
0.38998102 2.278731402216e+01 1.167514903752e-01
0.38998102 2.278731402216e+01 1.167514903752e-01
0.38998102 2.278731402216e+01 1.167514903752e-01
0.38998102 2.278731402216e+01 1.167514903752e-01
0.38998102 2.278731402216e+01 1.167514903752e-01
0.49567204 1.943765296795e+01 1.608848017928e-01
0.49567204 1.943765296795e+01 1.608848017928e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.63069483 1.498034454246e+01 2.007440563112e-01
0.67546694 1.354584190811e+01 2.082075881722e-01
0.67546694 1.354584190811e+01 2.082075881722e-01
0.67546694 1.354584190811e+01 2.082075881722e-01
0.67546694 1.354584190811e+01 2.082075881722e-01
0.67546694 1.354584190811e+01 2.082075881722e-01
0.67546694 1.354584190811e+01 2.082075881722e-01
0.77996204 1.042112149550e+01 2.135717206158e-01
0.77996204 1.042112149550e+01 2.135717206158e-01
0.77996204 1.042112149550e+01 2.135717206158e-01
0.77996204 1.042112149550e+01 2.135717206158e-01
0.77996204 1.042112149550e+01 2.135717206158e-01
0.77996204 1.042112149550e+01 2.135717206158e-01
0.83782239 8.870609421370e+00 2.097682411072e-01
0.83782239 8.870609421370e+00 2.097682411072e-01
0.83782239 8.870609421371e+00 2.097682411072e-01
0.83782239 8.870609421371e+00 2.097682411072e-01
0.83782239 8.870609421371e+00 2.097682411072e-01
0.83782239 8.870609421371e+00 2.097682411072e-01
0.83782239 8.870609421371e+00 2.097682411072e-01
0.83782239 8.870609421371e+00 2.097682411072e-01
0.83782239 8.870609421371e+00 2.097682411072e-01
0.83782239 8.870609421371e+00 2.097682411072e-01
0.83782239 8.870609421370e+00 2.097682411072e-01
0.83782239 8.870609421370e+00 2.097682411072e-01
0.92413827 6.843169172283e+00 1.968854159970e-01
0.92413827 6.843169172283e+00 1.968854159970e-01
0.92413827 6.843169172283e+00 1.968854159970e-01
0.92413827 6.843169172283e+00 1.968854159970e-01
0.92413827 6.843169172283e+00 1.968854159971e-01
0.92413827 6.843169172283e+00 1.968854159971e-01
0.92413827 6.843169172283e+00 1.968854159971e-01
0.92413827 6.843169172283e+00 1.968854159971e-01
0.92413827 6.843169172283e+00 1.968854159970e-01
0.92413827 6.843169172283e+00 1.968854159970e-01
0.92413827 6.843169172283e+00 1.968854159970e-01
0.92413827 6.843169172283e+00 1.968854159970e-01
0.99134408 5.516449955802e+00 1.826378851814e-01
0.99134408 5.516449955802e+00 1.826378851814e-01
1.03179279 4.824762102129e+00 1.730386985966e-01
1.03179279 4.824762102129e+00 1.730386985966e-01
1.03179279 4.824762102130e+00 1.730386985966e-01
1.03179279 4.824762102130e+00 1.730386985966e-01
