                     0             -0.783928                     0              0.762092
                 0.064             -0.782428              0.045915               0.67275
                 0.128             -0.778173              0.086112              0.583408
                 0.192             -0.771528              0.120591              0.494065
                 0.256             -0.762859              0.149352              0.404723
                  0.32             -0.752533              0.172396              0.315381
                 0.384             -0.740915              0.189721              0.226038
                 0.448              -0.72837              0.201329              0.136696
                 0.512             -0.715266              0.207218             0.0473536
                 0.576             -0.701969               0.20739            -0.0419887
                  0.64             -0.688788               0.20468             -0.033846
                 0.704             -0.675745              0.203086            -0.0159547
                 0.768             -0.662768              0.202637            0.00193658
                 0.832             -0.649783              0.203334             0.0198279
                 0.896             -0.636717              0.205175             0.0377191
                  0.96             -0.623496              0.208162             0.0556104
                 1.024             -0.610048              0.212293             0.0735017
                 1.088             -0.596298               0.21757              0.091393
                 1.152             -0.582174              0.223992              0.109284
                 1.216             -0.567616              0.230795             0.0980163
                  1.28             -0.552657                0.2365             0.0802685
                 1.344             -0.537368              0.241069             0.0625207
                 1.408             -0.521824              0.244503             0.0447728
                 1.472             -0.506096                0.2468              0.027025
                 1.536             -0.490258              0.247962            0.00927721
                   1.6             -0.474381              0.247988            -0.0084706
                 1.664              -0.45854              0.246878            -0.0262184
                 1.728             -0.442805              0.244632            -0.0439662
                 1.792             -0.427248              0.241465            -0.0524903
                 1.856             -0.411905              0.237943            -0.0575555
                  1.92             -0.396798              0.234098            -0.0626207
                 1.984             -0.381947              0.229928            -0.0676859
                 2.048             -0.367374              0.225434            -0.0727511
                 2.112             -0.353099              0.220616            -0.0778162
                 2.176             -0.339142              0.215473            -0.0828814
                  2.24             -0.325525              0.210007            -0.0879466
                 2.304             -0.312268              0.204216            -0.0930118
                 2.368             -0.299391              0.198192            -0.0936443
                 2.432             -0.286897              0.192259            -0.0917439
                 2.496             -0.274779              0.186448            -0.0898434
                  2.56             -0.263029              0.180759             -0.087943
                 2.624              -0.25164              0.175192            -0.0860426
                 2.688             -0.240602              0.169746            -0.0841421
                 2.752              -0.22991              0.164421            -0.0822417
                 2.816             -0.219554              0.159219            -0.0803413
                  2.88             -0.209527              0.154138            -0.0784408
                 2.944             -0.199821              0.149188             -0.075992
                 3.008             -0.190427              0.144417            -0.0730861
                 3.072             -0.181332              0.139833            -0.0701802
                 3.136             -0.172524              0.135434            -0.0672742
                   3.2             -0.163992              0.131222            -0.0643683
                 3.264             -0.155724              0.127195            -0.0614624
                 3.328             -0.147707              0.123355            -0.0585565
                 3.392             -0.139931                0.1197            -0.0556506
                 3.456             -0.132382              0.116231            -0.0527447
                  3.52             -0.125049              0.112925            -0.0514922
                 3.584             -0.117928              0.109606            -0.0522237
                 3.648             -0.111021               0.10624            -0.0529553
                 3.712              -0.10433              0.102827            -0.0536869
                 3.776            -0.0978598             0.0993681            -0.0544184
                  3.84            -0.0916122             0.0958619              -0.05515
                 3.904            -0.0855905             0.0923089            -0.0558815
                 3.968            -0.0797977             0.0887091            -0.0566131
                 4.032            -0.0742367             0.0850624            -0.0573447
                 4.096            -0.0689106              0.081375            -0.0575545
                  4.16              -0.06382              0.077714            -0.0568514
                 4.224            -0.0589623              0.074098            -0.0561484
                 4.288            -0.0543345              0.070527            -0.0554453
                 4.352            -0.0499338             0.0670011            -0.0547422
                 4.416            -0.0457574             0.0635201            -0.0540391
                  4.48            -0.0418023              0.060084             -0.053336
                 4.544            -0.0380657              0.056693            -0.0526329
                 4.608            -0.0345446              0.053347            -0.0519298
                 4.672            -0.0312363              0.050048            -0.0509975
                 4.736            -0.0281366             0.0468336            -0.0494538
                   4.8            -0.0252395             0.0437179            -0.0479101
                 4.864            -0.0225386             0.0407011            -0.0463664
                 4.928            -0.0200276              0.037783            -0.0448228
                 4.992            -0.0177003             0.0349638            -0.0432791
                 5.056            -0.0155502             0.0322433            -0.0417354
                  5.12             -0.013571             0.0296217            -0.0401917
                 5.184            -0.0117565             0.0270988            -0.0386481
                 5.248            -0.0101003             0.0246746            -0.0371266
                 5.312           -0.00859616              0.022344            -0.0357051
                 5.376            -0.0072383             0.0201043            -0.0342835
                  5.44           -0.00602087             0.0179557             -0.032862
                 5.504           -0.00493803              0.015898            -0.0314405
                 5.568           -0.00398398             0.0139313            -0.0300189
                 5.632           -0.00315289             0.0120556            -0.0285974
                 5.696           -0.00243893             0.0102708            -0.0271758
                  5.76           -0.00183628            0.00857706            -0.0257543
                 5.824           -0.00133912            0.00697461            -0.0242174
                 5.888           -0.00094051             0.0055108            -0.0215266
                 5.952          -0.000630068            0.00421921            -0.0188357
                 6.016          -0.000396778            0.00309982            -0.0161449
                  6.08          -0.000229617            0.00215266            -0.0134541
                 6.144          -0.000117564             0.0013777            -0.0107633
                 6.208          -4.95972e-05           0.000774956           -0.00807246
                 6.272          -1.46955e-05           0.000344425           -0.00538164
                 6.336          -1.83693e-06           8.61062e-05           -0.00269082
