1.000000e-15 9.642509e-12
1.010000e-15 9.642509e-12
1.020100e-15 9.642509e-12
1.030301e-15 9.642509e-12
1.040604e-15 9.642509e-12
1.051010e-15 9.642509e-12
1.061520e-15 9.642509e-12
1.072135e-15 9.642509e-12
1.082857e-15 9.642509e-12
1.093685e-15 9.642509e-12
1.104622e-15 9.642509e-12
1.115668e-15 9.642509e-12
1.126825e-15 9.642509e-12
1.138093e-15 9.642509e-12
1.149474e-15 9.642509e-12
1.160969e-15 9.642509e-12
1.172579e-15 9.642509e-12
1.184304e-15 9.642509e-12
1.196147e-15 9.642509e-12
1.208109e-15 9.642509e-12
1.220190e-15 9.642509e-12
1.232392e-15 9.642509e-12
1.244716e-15 9.642509e-12
1.257163e-15 9.642509e-12
1.269735e-15 9.642509e-12
1.282432e-15 9.642509e-12
1.295256e-15 9.642509e-12
1.308209e-15 9.642509e-12
1.321291e-15 9.642509e-12
1.334504e-15 9.642509e-12
1.347849e-15 9.642509e-12
1.361327e-15 9.642509e-12
1.374941e-15 9.642509e-12
1.388690e-15 9.642509e-12
1.402577e-15 9.642509e-12
1.416603e-15 9.642509e-12
1.430769e-15 9.642509e-12
1.445076e-15 9.642509e-12
1.459527e-15 9.642509e-12
1.474123e-15 9.642509e-12
1.488864e-15 9.642509e-12
1.503752e-15 9.642509e-12
1.518790e-15 9.642509e-12
1.533978e-15 9.642509e-12
1.549318e-15 9.642509e-12
1.564811e-15 9.642509e-12
1.580459e-15 9.642509e-12
1.596263e-15 9.642509e-12
1.612226e-15 9.642509e-12
1.628348e-15 9.642509e-12
1.644632e-15 9.642509e-12
1.661078e-15 9.642509e-12
1.677689e-15 9.642509e-12
1.694466e-15 9.642731e-12
1.711410e-15 9.642731e-12
1.728525e-15 9.642731e-12
1.745810e-15 9.642731e-12
1.763268e-15 9.642731e-12
1.780901e-15 9.642731e-12
1.798710e-15 9.642731e-12
1.816697e-15 9.642731e-12
1.834864e-15 9.642731e-12
1.853212e-15 9.642731e-12
1.871744e-15 9.642731e-12
1.890462e-15 9.642731e-12
1.909366e-15 9.642731e-12
1.928460e-15 9.642731e-12
1.947745e-15 9.642731e-12
1.967222e-15 9.642731e-12
1.986894e-15 9.642731e-12
2.006763e-15 9.642731e-12
2.026831e-15 9.642731e-12
2.047099e-15 9.642731e-12
2.067570e-15 9.642731e-12
2.088246e-15 9.642731e-12
2.109128e-15 9.642731e-12
2.130220e-15 9.642731e-12
2.151522e-15 9.642731e-12
2.173037e-15 9.642731e-12
2.194768e-15 9.642731e-12
2.216715e-15 9.642731e-12
2.238882e-15 9.642731e-12
2.261271e-15 9.642731e-12
2.283884e-15 9.642731e-12
2.306723e-15 9.642731e-12
2.329790e-15 9.642731e-12
2.353088e-15 9.642731e-12
2.376619e-15 9.642731e-12
2.400385e-15 9.642731e-12
2.424389e-15 9.642731e-12
2.448633e-15 9.642731e-12
2.473119e-15 9.642731e-12
2.497850e-15 9.642731e-12
2.522829e-15 9.642731e-12
2.548057e-15 9.642731e-12
2.573538e-15 9.642731e-12
2.599273e-15 9.642731e-12
2.625266e-15 9.642731e-12
2.651518e-15 9.642731e-12
2.678033e-15 9.642509e-12
2.704814e-15 9.642509e-12
2.731862e-15 9.642509e-12
2.759181e-15 9.642509e-12
2.786772e-15 9.642509e-12
2.814640e-15 9.642509e-12
2.842787e-15 9.642509e-12
2.871214e-15 9.642509e-12
2.899927e-15 9.642509e-12
2.928926e-15 9.642509e-12
2.958215e-15 9.642509e-12
2.987797e-15 9.642509e-12
3.017675e-15 9.642509e-12
